56391;36;30572
37175;111;5298
27823;3;28205
72581;179;72106
72799;59;72759
53050;12;61263
54349;122;32891
7098;63;23120
36756;102;23466
64704;176;29378
62136;184;62828
23567;162;64772
16042;61;73580
61425;170;63409
43465;48;25634
24314;36;30575
56535;160;56521
40146;110;68512
32249;87;13869
6159;1;5394
11106;11;57357
25724;73;26103
12580;133;19866
48678;149;47364
43869;162;72006
66539;190;21735
41326;36;30458
29705;113;18938
28430;5;13239
22929;68;59126
69901;125;69843
61651;170;62027
56184;194;10994
40767;43;61763
28783;132;26527
69752;36;41766
5767;2;68230
23904;69;29069
54737;154;54387
21344;70;29396
50594;199;12623
37648;27;7422
7884;194;10994
32383;87;14155
62347;184;62647
39222;137;25439
9282;38;63572
23409;162;64708
20254;111;2630
62823;184;63504
46664;36;30562
27775;159;56291
69593;196;69297
7407;25;20428
48526;143;68618
14806;60;14937
53689;111;4869
71500;47;21191
29081;36;30657
35398;130;29378
44867;119;44865
24097;113;29397
64924;177;29236
38418;36;30657
6204;2;68050
56854;160;56797
65444;180;65373
28268;111;4534
34322;106;59337
7372;30;37578
29836;180;35402
7407;25;40307
36046;111;496
12932;10;58495
36943;102;29693
26271;47;21735
56853;160;56797
24372;68;28461
49196;146;38211
34174;91;30999
30000;132;26612
44812;119;44810
49006;139;29972
56392;160;56540
51231;11;18669
12625;78;5427
67696;36;30656
13328;106;70767
65413;179;72044
29213;83;28989
58487;122;27261
62980;180;62796
12770;56;29294
40909;28;14422
61572;169;61011
53171;137;64678
52836;11;15169
32805;36;30575
65161;7;49593
10304;39;64265
48888;145;29165
49798;139;7100
13797;58;57430
21153;65;20771
21493;69;29031
45102;120;44414
15379;36;30656
65725;95;21461
28179;129;23362
39407;106;59551
54147;152;54282
41145;27;40979
53896;152;54282
19261;62;19432
58486;122;49479
67913;10;54943
51001;145;29179
56863;160;56540
33491;115;33269
60775;179;28248
69717;111;4693
50418;138;25634
34326;93;59337
40954;27;41148
46770;91;30985
45309;121;45808
22661;70;34843
54282;152;54210
5937;2;68050
40909;28;14478
29371;36;30569
28292;95;24345
33920;17;34011
67411;122;19857
8436;60;14868
28239;12;28980
72194;36;30657
60584;111;3930
37501;30;37536
27371;129;24057
48360;150;64672
50632;137;54451
69910;194;10994
55496;155;64957
72374;100;24057
12598;56;29294
13328;106;47024
26008;73;25874
64896;176;29397
6714;19;64968
44126;118;44851
44997;121;45806
62656;184;62543
29309;82;30389
36319;111;3321
67250;162;13651
20624;97;49216
26811;179;25258
11305;11;11664
20236;64;27558
63255;180;62796
32775;88;31231
61859;184;62364
26012;73;26094
48416;134;49308
63043;184;62599
7407;26;6639
34886;113;29929
55307;158;35763
37055;111;986
23906;47;64622
6681;21;13480
11906;54;31268
39418;122;16821
52676;12;19406
9712;43;61763
23060;162;64622
43558;48;23587
11996;54;53608
52783;5;35109
13076;106;47229
40939;28;41139
72784;59;72759
69582;196;69297
62265;186;61783
16228;61;74248
13328;106;70681
63033;187;60963
28074;95;21514
22691;6;55906
62755;180;62796
62923;187;60963
54710;137;35427
57274;36;30572
14922;60;8266
68319;179;52582
64772;132;55281
28343;78;32715
34375;93;47198
37501;31;37513
63009;186;61783
55192;36;30658
32907;88;31040
36602;102;25132
48277;150;64621
37547;32;37526
66143;189;65164
16515;36;30657
8646;44;60961
27379;12;60828
63280;180;62796
63128;184;62522
65271;36;30575
50096;134;50489
67896;47;25439
19188;47;29972
6828;20;39980
34207;106;46789
42890;162;28318
56487;160;56809
42312;116;64622
15554;162;33142
65916;6;28390
16359;61;74066
43897;5;24916
29760;111;1806
12425;79;28430
30345;36;74451
74046;111;1702
17385;61;73944
7410;24;31064
39738;113;29392
70181;63;25354
51638;9;15049
41286;17;68893
40146;109;29145
71500;47;21994
22184;47;64711
61446;171;63044
9073;39;64098
13328;106;59751
20030;142;29120
62221;184;63329
35402;8;67401
60961;167;63570
7476;28;41152
29699;111;3336
60451;111;1231
33728;90;12327
44488;36;41766
62670;7;52394
58936;164;59054
61460;171;63044
21455;47;64679
37589;30;37501
43897;5;25480
38277;162;16821
10226;42;63159
54681;150;64704
70914;111;2122
61081;172;61156
58696;111;3929
52463;8;63044
48046;36;30568
5615;1;5866
24414;36;30648
13153;106;47112
49938;139;25634
35478;10;34542
71945;197;29024
21208;13;33157
50697;142;29120
50610;145;29321
53216;7;20085
66926;7;28390
34392;93;70258
43704;36;74465
52318;8;68565
38591;107;72189
10093;44;60961
34207;93;47055
73426;11;15256
7059;23;24673
24711;113;64750
22004;113;29040
39671;108;64702
53263;9;18093
65655;189;65163
73477;144;68115
62986;184;62136
24811;47;64808
12743;57;12523
16821;122;72095
28318;79;40472
37409;25;40307
26008;73;25823
71956;47;19178
46594;128;41756
6828;20;40034
58332;36;30664
41959;116;64588
58366;11;25757
14529;78;32692
32322;87;14149
61011;168;29120
29678;47;23587
7460;36;30658
62522;184;62674
9102;44;60961
34198;93;70565
71529;198;71530
56875;160;56361
25978;73;26008
71807;125;13485
53843;152;54282
32921;36;30573
50342;139;29972
7471;27;6824
12163;55;13492
19188;47;21495
19188;47;34714
19578;11;18073
50267;137;63234
29120;36;30541
24429;68;60646
62483;180;62796
55525;157;54415
28292;95;25320
33979;92;31007
26094;73;25876
29027;36;74431
23741;162;64842
12020;54;31385
44310;118;44832
60225;11;18307
63354;184;62127
57262;36;30658
24084;113;29139
24609;68;58643
48089;140;30120
21177;69;29253
21723;68;58928
13328;106;59854
6626;17;68906
39963;162;16821
56134;23;21858
40393;78;32681
61093;168;29321
52147;38;63572
33879;15;14374
33702;28;58212
5722;2;68230
48135;143;68622
23261;69;29245
14228;36;30657
13364;179;14711
19297;36;30575
38761;107;55903
65564;189;65166
57354;36;30570
55428;158;35427
61908;7;52888
57575;100;24057
63103;186;61763
44740;36;30657
55128;156;54951
11972;54;53608
52985;7;34766
40954;27;41047
56529;161;67358
55153;157;54393
28700;78;56022
28510;5;29572
56715;160;56928
25820;73;25941
35973;36;30575
8166;86;31354
44936;120;43875
11132;100;21450
19124;63;25354
26089;73;26113
44494;118;44878
28292;95;22276
50225;94;48705
47822;135;23587
12784;11;57280
6857;17;6863
43468;117;21629
32435;85;31450
44927;120;44000
32735;36;30658
40971;27;41139
50886;41;63102
6843;18;34464
50134;144;68622
48797;148;25634
58212;28;7386
7409;24;30926
5868;2;68622
39738;113;21988
49332;139;29972
20910;65;20953
65709;180;65160
40574;98;48228
26037;73;26027
67528;113;22613
44650;118;44849
24816;162;62010
36203;101;36107
46585;11;71018
9197;136;10306
37267;111;3034
68893;17;6721
54751;154;54393
29724;179;64708
32478;85;31450
71729;198;71530
15497;61;73697
48389;162;46559
55481;158;35427
57627;7;38875
70973;197;29174
52677;9;65212
25708;73;26103
29179;36;30654
72503;123;23587
34974;8;67401
8303;60;14720
19198;179;72036
33498;115;48946
61388;170;63043
42099;116;64690
29517;162;62127
17289;162;33142
64796;176;29069
27682;100;25439
26930;6;61787
49877;147;34820
72108;36;74469
8988;41;63152
58621;164;59151
64622;122;21627
69040;36;30573
24099;113;64708
37731;162;16821
11106;12;19406
54226;152;54139
61974;184;61888
65037;111;3900
49106;11;16664
55659;156;55137
25859;73;25842
72216;129;24057
42462;111;694
10052;39;63878
8394;60;8378
46480;6;28303
48768;138;25634
51315;11;17024
27379;12;28964
16989;61;51713
54605;156;55524
72367;100;24057
10216;38;63572
60790;36;74449
62447;184;63054
40476;78;5879
70238;106;47026
39738;113;41829
70875;198;71530
58542;111;4643
5641;2;68050
54623;154;54399
49775;143;68065
37845;68;58774
42372;111;5056
65201;36;30660
55419;156;54909
32206;85;31450
66388;189;65166
48780;99;19755
26951;76;11803
12586;7;48926
55594;158;35427
29287;81;29215
12743;56;29165
33079;36;30658
28744;79;14573
72231;36;30573
53085;38;63572
21779;68;59016
40260;110;68456
53736;111;4376
56104;36;30572
63458;131;64810
51364;141;5184
28332;133;50020
26455;144;68050
32925;36;30574
11970;54;53608
24359;162;64814
24656;162;64704
62933;187;60963
28100;95;21718
35373;36;74460
14179;3;14124
62249;184;63504
46768;92;30996
66229;129;24764
21183;7;19636
49876;144;68622
53377;36;30655
58390;122;73265
62597;187;61011
48067;191;27147
11903;54;31134
66166;7;9424
22122;69;37989
42179;116;64797
28607;36;30657
37633;32;37413
63134;186;61843
22762;179;64996
64777;132;26488
13328;106;59884
52253;44;61002
55030;157;54387
26009;73;25859
73141;137;68722
47395;180;68821
32486;87;14214
48389;193;57505
72905;5;37019
60384;111;1516
7626;194;10994
43396;47;25199
20228;179;41460
67709;23;24673
26028;73;25822
20346;36;74459
55534;156;54909
54781;154;54369
73256;11;17823
7532;11;57280
34198;93;46841
22793;162;30001
25959;72;54017
70711;92;31190
14613;5;64810
26009;73;25764
52754;142;29120
44737;111;2840
63205;184;62972
37547;28;37412
26092;73;25955
29378;81;29355
11135;49;11495
28292;95;22975
51231;11;15962
19011;36;74469
41761;36;30518
57085;11;17889
14520;11;60110
53297;179;58304
22584;13;33157
74471;122;29444
63034;184;62183
73553;11;16983
18451;61;74189
72494;129;24057
61651;170;63102
39581;108;64772
49403;144;68057
7125;23;25046
71534;197;29396
12611;56;29333
59247;111;2686
28239;159;60842
45392;121;45847
73734;143;68050
13328;106;59878
72959;11;16906
6606;8;51509
69060;122;59531
37659;30;37547
55965;36;30654
9798;44;60961
30990;36;30574
54881;154;54429
6248;99;41614
61917;180;62796
21167;65;20796
56507;160;56423
33152;36;30657
6008;2;67968
48820;141;810
34491;162;16821
23060;113;64622
43333;179;28318
11131;100;21450
34862;36;30657
39432;108;64750
10274;42;63098
53133;11;18642
33655;29;33726
13265;47;64822
43897;5;23416
64588;176;29397
53450;36;30574
25478;47;64912
72754;111;4081
46456;123;25346
37547;30;37589
64735;122;16821
22174;36;30657
55137;156;55335
48187;143;68622
61112;168;29245
43897;5;67533
52821;11;15828
39738;122;30819
45344;121;45844
39738;113;64865
29372;82;30396
41139;28;41011
70564;162;16821
63044;184;62913
33331;13;33157
54094;152;54126
35662;13;28999
16821;122;52336
34279;93;46945
55525;157;54393
16514;36;30574
64924;177;25010
29041;83;29090
54282;152;53945
40780;139;25634
66853;189;65165
52427;137;63234
21440;68;58616
8856;44;60961
56267;36;30573
19906;122;20038
42169;111;953
69577;196;69297
33925;17;68893
71278;198;71530
39620;111;392
55085;156;54951
49805;193;27515
56020;36;30572
62274;132;26229
13036;106;70236
22399;68;10810
24132;71;64704
27736;133;19989
37736;111;4932
22616;69;29253
10471;43;61781
23011;68;58888
40617;89;48832
37353;102;22046
68060;132;52432
29095;36;30657
55922;162;16821
40856;44;60961
27404;95;29693
24531;113;29408
45309;121;45748
56509;160;56540
62016;184;63235
38286;160;56484
20802;65;21104
39738;113;60495
69564;196;69303
55564;11;57280
29201;83;28987
43897;5;25299
11135;49;11636
71500;47;21692
28510;95;25191
61823;11;57280
38403;160;38149
54951;157;54358
22971;105;22065
16357;61;51722
27333;13;61623
61605;170;63549
39738;113;53814
45723;122;61282
63044;184;62823
57327;36;30572
57366;179;71973
61425;170;62094
37245;102;25251
10526;44;60961
14150;111;15
72537;78;5941
19839;12;19406
65722;190;24758
17240;61;74203
67718;23;23690
62094;184;62809
32297;85;31450
67731;195;24058
7410;28;40981
54282;152;53971
64924;177;37692
69707;36;30572
11097;79;11220
28292;95;25514
37567;34;37401
72080;36;30658
37547;30;37590
63101;180;62796
60983;172;61223
54727;7;33378
24215;47;64573
63984;194;10994
10210;38;63572
29450;162;64772
6843;17;68864
35043;111;4338
24252;69;29333
33879;15;7353
34364;106;70373
53095;11;18259
63000;184;63045
49454;148;29012
29024;83;64924
35819;126;35624
8501;27;7508
7467;27;41174
16751;61;74293
10462;40;14986
49798;143;68456
25933;73;69875
60963;168;29006
16029;61;73362
6433;94;40596
27435;95;24864
63988;174;21229
70578;162;54378
40055;113;64822
6064;2;68050
55634;156;55419
65161;7;52059
66672;6;65166
49519;145;29102
19675;99;33456
49174;148;64954
70977;197;29007
64430;174;25028
24655;71;64912
61999;186;61783
47537;135;21735
61606;36;30655
70898;197;29349
63423;187;60963
33712;29;33760
9160;38;63572
49069;139;25634
28292;96;29213
13632;22;37463
28292;95;22104
23027;36;30607
22858;113;29090
7551;27;40909
73611;11;18725
56677;160;56797
24369;71;64842
19188;47;21286
9423;42;62992
40260;110;67979
10375;111;3601
50661;47;64810
21480;47;22613
55909;162;16821
20371;36;30573
45149;121;45776
69214;36;30658
46053;36;74463
69922;194;10994
37224;47;18922
29294;82;30422
50252;137;47444
10932;48;23587
61894;184;63043
56682;111;4877
56875;160;56471
37547;31;37633
34303;93;70069
14723;60;14922
40094;109;29015
54039;152;54173
52335;111;2049
62338;13;28999
62387;184;63265
54340;181;15928
39738;113;67848
61946;184;62963
24992;162;54378
72000;122;16821
56914;160;56797
37439;34;37547
35176;132;52432
14693;179;71973
39003;107;14487
69581;196;70586
40993;114;40976
23326;69;29179
13776;16;20700
6622;17;68864
25514;179;64634
7410;24;30937
48329;98;49249
55245;158;35427
66602;189;65160
56809;160;56811
14417;28;7422
36076;179;24097
61473;171;61991
41112;27;41086
64857;177;29378
32855;162;16821
27925;79;28430
72691;59;72679
40146;110;68238
23603;111;1666
54340;162;16821
13929;78;32681
65751;7;28721
31878;85;31450
64758;178;64857
19582;10;67029
41454;36;30573
28318;79;14639
38085;160;38403
51565;36;30574
16821;122;69036
12743;56;29234
52735;134;52385
55698;154;54399
66414;190;24028
53024;11;15320
19371;179;72036
31932;87;13869
70314;111;2977
7467;104;41035
73956;11;17181
35627;13;61623
56624;160;56903
6681;21;35849
59846;179;40054
51070;38;63572
56462;160;56921
60453;179;22613
21522;162;64807
36083;101;36142
57085;11;17444
52455;44;61002
28755;180;28350
55804;157;54393
65263;36;30576
44570;10;11156
15318;47;39738
8150;34;8449
8268;179;72088
34362;93;47090
55137;156;54605
72918;5;39738
37511;30;37430
25634;68;58909
56486;160;56809
27577;133;20108
32846;36;30656
34198;93;69925
36165;36;30658
48162;142;29120
27913;133;19805
66811;189;65166
74038;11;16583
22053;36;30658
56809;160;56761
41174;27;41007
5902;36;30657
45780;162;16821
7410;24;30967
40146;109;29381
40799;4;43196
11079;79;11286
38876;107;46443
38985;107;46443
55467;156;54884
18772;47;34914
42204;116;64781
44414;118;44868
7387;30;37569
38348;160;56797
66925;189;65160
63308;184;63504
66064;189;65163
11728;53;60953
63234;182;62682
65206;162;16821
13944;7;55272
62429;184;63032
12820;78;32694
41687;111;1081
66291;189;65160
17853;61;74189
66693;189;65160
21397;47;64704
28239;159;60925
62682;184;62891
23736;47;64622
14412;27;14433
62183;132;26578
62093;183;64332
42502;111;4160
27057;43;61787
34248;93;47169
66621;190;25035
14635;162;60432
34198;93;59699
58309;111;3557
40146;110;68097
40909;28;41145
62599;184;63043
61894;184;62616
45094;121;45808
34375;93;59673
32942;36;30575
29117;36;30655
26804;76;11834
52821;11;18367
50197;97;48560
29383;83;29128
72414;36;30657
23548;12;70822
62640;188;11834
11164;11;67795
26694;76;11810
25378;69;29158
62861;186;61783
41215;28;41148
7627;194;10994
68120;180;35402
46692;12;19406
25323;122;64622
35402;10;60161
71425;179;72036
16821;47;29593
62951;184;61993
7410;24;31400
40571;4;42717
20371;36;74466
34198;93;70757
49563;137;63234
38161;162;16821
54282;152;53961
66697;189;65166
57844;122;29682
14587;162;16821
55975;129;24046
28051;7;20120
37976;36;30572
5818;111;599
43660;36;30572
18772;47;19178
34198;93;47150
12743;56;29067
28076;122;19888
69796;111;2303
28140;179;20067
14955;179;56022
56805;161;61298
62273;184;62459
13839;133;19807
40654;84;43076
9550;37;9910
23840;36;30575
34207;93;47050
72670;59;72819
41805;105;41794
72274;179;43511
32320;85;31450
37986;111;70
44101;118;44849
30854;193;57582
62796;10;51551
8021;194;10994
64996;122;23457
43916;36;30576
33469;115;48269
19188;47;24363
54282;152;54187
5782;0;56606
8604;42;62034
57550;111;5195
35214;13;33157
63043;184;62986
50280;143;68648
56883;179;71973
7409;24;31239
54384;181;35260
73215;11;15250
13395;92;31087
69220;111;3151
54018;153;32881
72846;122;13260
36291;111;4208
13124;106;59757
60031;80;60156
26212;179;61787
30518;36;41758
6585;133;60327
11190;50;64968
21432;69;29300
68849;19;64704
32014;86;53656
43897;5;21224
11182;96;29383
67310;10;56373
72422;36;30575
61110;172;61204
19188;47;22543
46682;36;30557
68893;17;41248
18331;61;74256
20126;193;13906
27220;36;30553
9107;43;61787
33733;90;13442
18962;179;6780
52858;9;17663
24191;162;64814
39879;111;1115
37547;35;37439
54508;36;30655
37801;81;29287
49388;143;68050
50435;42;62335
56030;36;30656
54022;151;54240
5415;2;68622
56054;36;30574
7535;27;40909
38636;199;44635
63593;111;4273
64622;122;22953
8394;60;14720
43910;118;44838
41052;27;40981
70658;192;34567
64857;122;21294
8488;31;37644
57286;179;19950
48724;143;68622
29207;36;30575
44162;6;54477
49436;138;25634
26293;44;60961
33483;115;40575
33665;90;12327
22531;47;64573
70743;162;16821
29174;36;30569
65992;111;2704
60961;172;61188
66429;189;65160
67108;6;28390
11152;51;23325
56104;36;74466
57551;78;32681
11135;159;11539
30095;36;30570
23611;132;26857
62153;184;63549
32812;88;31481
8657;37;51697
5361;2;68230
28012;47;64573
25859;73;26018
13951;111;3326
27085;105;27096
26778;75;62031
62125;184;61980
62026;188;11763
26641;44;60961
7569;162;28018
22905;113;64968
34822;47;23391
56968;160;56838
22743;36;30658
12573;78;32693
60982;166;29397
45555;142;29120
63235;184;63035
6689;15;40909
9867;40;46126
57816;79;28430
28510;95;21744
43897;47;58471
33481;196;69297
33547;111;4948
62197;186;61783
56809;160;56442
24887;47;29392
12960;36;30655
13323;122;16821
28175;12;46150
67954;111;1424
68088;36;30573
44721;162;26811
30204;140;30084
31544;86;53656
48005;36;30576
42142;111;4291
40951;28;40979
26103;73;25790
12903;79;12911
6444;140;30077
55180;156;55499
10140;199;62273
53239;11;18736
8239;33;8387
40703;199;22749
10500;42;61911
26076;73;26018
31740;87;13888
40852;134;40575
56094;36;30657
69875;73;26173
15483;61;39002
57530;36;30575
21430;68;58643
45409;121;45806
29067;36;30654
55614;158;35427
56928;160;56779
61116;167;63605
22905;162;64968
43642;36;30544
50377;99;19678
64163;113;25251
32415;85;31450
19188;47;24180
66727;129;24003
43435;111;2604
25035;179;64781
22153;113;64781
25735;111;4143
20870;65;20900
21739;71;64702
30462;36;30658
8247;33;8318
8449;35;8145
16050;162;33142
34822;47;21264
27925;7;38757
60982;167;63644
71287;198;71530
41045;25;33974
58903;111;3853
71443;197;29095
35159;36;30656
56506;181;54384
16831;61;60243
54282;152;53926
69512;196;69310
55067;137;68466
61002;172;61276
10120;38;63572
21305;68;58853
41215;27;41150
23027;36;30494
33492;11;15253
12554;79;12789
55701;156;55647
53209;9;16681
56000;36;30656
21516;113;64750
64552;48;22402
40146;110;68312
61787;162;16821
34198;93;47136
44551;118;44838
12930;57;12922
14715;60;8434
70131;199;72474
6837;21;6641
33676;25;33990
34444;162;16821
32630;85;31450
53917;152;54139
5572;36;30655
19188;47;22354
10126;137;13916
67679;36;30572
63043;184;62990
48771;139;29972
42170;162;64807
56676;160;56779
9425;111;2687
38954;47;21735
19735;36;30587
22415;68;10891
56831;160;56779
56937;160;56797
26856;43;61763
29139;36;30576
57844;180;62794
12101;55;13492
22166;162;64933
51509;8;6596
69875;73;25789
29575;162;57846
21442;47;22613
41413;111;1279
62112;7;52394
38270;36;30650
13651;47;10798
11211;12;19236
64491;174;25324
34207;93;47013
41975;36;30654
56877;181;35260
42381;111;1364
58883;111;4011
48966;143;68622
54394;36;30656
28292;95;24837
21123;65;21104
72333;36;74466
48861;7;54691
72774;59;72759
21407;36;30654
61651;170;63031
61763;112;63836
41402;179;71973
6690;17;6863
13651;47;59602
28344;122;73206
72084;36;74466
28292;95;24109
32777;36;74466
33578;13;61589
41405;36;30657
60546;162;57846
61654;36;74465
29294;36;30575
46633;179;69750
6884;17;68924
43652;36;30654
41026;114;40925
60787;36;74466
24691;162;64679
23105;162;64933
22368;180;28175
34207;106;47212
25447;47;64704
61002;166;29094
17390;36;30655
50833;9;42670
26063;73;26071
62697;184;61911
63048;184;62338
48500;150;64810
66615;180;65166
50768;9;17422
28589;133;19933
26554;44;60961
20020;64;58255
61381;47;19181
19382;179;13718
40481;13;33157
6899;191;27143
34207;93;47044
27848;78;32721
22175;162;64679
11220;50;64842
47376;36;30654
62996;184;62960
28336;12;54160
62429;186;61781
41079;28;7400
20395;162;16821
44031;118;44771
26066;73;26026
13260;122;72846
42019;111;1992
37547;30;8519
29287;81;29078
46209;79;28636
50908;10;34946
53171;137;27958
46053;36;30654
54989;155;64800
61002;168;29053
55128;156;55137
60421;122;28248
16708;61;73157
46003;122;30142
36390;111;2905
52309;43;61763
48954;146;38223
26099;73;26008
11232;79;27908
51430;199;47311
61092;168;29069
72336;165;72450
44180;6;27917
34885;47;64622
61044;167;63666
5795;2;68050
38146;161;61298
58330;179;15633
56809;160;56684
9391;42;63329
13328;106;59728
7372;32;37446
34364;106;70389
28239;12;13357
38299;122;61282
37326;102;22746
28278;78;32681
69835;192;34585
59846;179;35997
58103;111;3474
25659;111;2073
13328;106;46799
13333;106;70714
9682;137;63234
23244;113;22613
69743;111;5129
13327;106;59327
50854;162;34665
51509;8;23098
53125;11;17783
13364;179;46016
55420;155;64810
36478;113;19171
55459;155;64727
40907;8;40909
55349;156;54884
