epoch;sub_000;sub_001;sub_002;sub_003
0;12.744731903076172;13.687607765197754
;10.16965933322712;11.503357901974191;10.18290901184082;10.374531745910645
;8.476466579461423;10.3901872227838652;10.348554611206055;10.39620304107666
;7.286015404216646;9.786595565801093;10.600321769714355;10.607746124267578
;6.422081718303469;9.2776317490174984;18.876461029052734;19.916641235351562
;5.788677408203154;8.7617333117476555;437.1838073730469;549.4038696289062
;5.3123706328549885;8.2408342557531946;25484.55859375;33377.20703125
;4.960293116790092;7.7396812276129967;1600829.0;2117400.25
;4.694037630657771;7.2895586544440028;102269432.0;135223760.0
;4.488867128486089;6.8925777576788759;6519154176.0;8649689088.0
;4.329822765039166;6.556063752930315
