original_kg;sampling_method;relation_names_rho;directory;sampling_time;subgraph_size_range;subgraph_size_rel;subgraph_num;subgraph_triples_amount;triples_deviation;subgraph_entities_amount;entities_per_step;subgraph_relation_names_amount;subgraph_relation_names
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_000;10.446;(0.1, 0.7);0.704;0;61105;320;32653;400;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_001;10.742;(0.1, 0.7);0.707;1;61408;623;32631;400;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_002;10.791;(0.1, 0.7);0.707;2;61426;641;32756;400;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_003;10.855;(0.1, 0.7);0.703;3;61043;258;32533;400;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_004;11.414;(0.1, 0.7);0.716;4;62169;1384;33195;400;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_005;11.073;(0.1, 0.7);0.707;5;61387;602;32781;400;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_006;11.319;(0.1, 0.7);0.71;6;61686;901;33042;400;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_007;11.193;(0.1, 0.7);0.713;7;61945;1160;32859;400;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_008;11.201;(0.1, 0.7);0.703;8;61037;252;32335;400;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_009;11.317;(0.1, 0.7);0.704;9;61144;359;32722;400;11;[]
