original_kg;sampling_method;relation_names_rho;directory;sampling_time;subgraph_size_range;subgraph_size_rel;subgraph_num;subgraph_triples_amount;triples_deviation;subgraph_entities_amount;entities_per_step;subgraph_relation_names_amount;subgraph_relation_names
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_000;10.554;(0.1, 0.7);0.701;0;60875;90;32611;50;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_001;10.673;(0.1, 0.7);0.701;1;60867;82;32618;50;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_002;10.85;(0.1, 0.7);0.702;2;60927;142;32568;50;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_003;11.054;(0.1, 0.7);0.703;3;61031;246;32670;50;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_004;11.384;(0.1, 0.7);0.701;4;60833;48;32571;50;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_005;11.444;(0.1, 0.7);0.702;5;60941;156;32591;50;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_006;10.991;(0.1, 0.7);0.7;6;60803;18;32782;50;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_007;11.312;(0.1, 0.7);0.701;7;60883;98;32522;50;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_008;11.434;(0.1, 0.7);0.702;8;60916;131;32560;50;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_009;11.393;(0.1, 0.7);0.7;9;60813;28;32467;50;11;[]
