original_kg;sampling_method;relation_names_rho;directory;sampling_time;subgraph_size_range;subgraph_size_rel;subgraph_num;subgraph_triples_amount;triples_deviation;subgraph_entities_amount;entities_per_step;subgraph_relation_names_amount;subgraph_relation_names
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_000;11.078;(0.1, 0.7);0.7;0;60787;2;32537;7;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_001;11.25;(0.1, 0.7);0.7;1;60788;3;32821;7;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_002;11.382;(0.1, 0.7);0.7;2;60794;9;32522;7;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_003;11.627;(0.1, 0.7);0.7;3;60790;5;32540;7;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_004;11.722;(0.1, 0.7);0.7;4;60810;25;32622;7;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_005;11.689;(0.1, 0.7);0.7;5;60795;10;32689;7;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_006;11.716;(0.1, 0.7);0.7;6;60820;35;32547;7;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_007;11.96;(0.1, 0.7);0.7;7;60790;5;32705;7;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_008;12.031;(0.1, 0.7);0.7;8;60796;11;32660;7;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_009;12.026;(0.1, 0.7);0.7;9;60793;8;32792;7;11;[]
