original_kg;sampling_method;relation_names_rho;directory;sampling_time;subgraph_size_range;subgraph_size_rel;subgraph_num;subgraph_triples_amount;triples_deviation;subgraph_entities_amount;entities_per_step;subgraph_relation_names_amount;subgraph_relation_names
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_000;10.647;(0.1, 0.7);0.701;0;60832;47;32591;20;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_001;10.909;(0.1, 0.7);0.7;1;60787;2;32530;20;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_002;11.029;(0.1, 0.7);0.7;2;60794;9;32295;20;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_003;11.189;(0.1, 0.7);0.701;3;60839;54;32656;20;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_004;11.154;(0.1, 0.7);0.7;4;60785;0;32516;20;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_005;11.215;(0.1, 0.7);0.7;5;60811;26;32520;20;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_006;11.389;(0.1, 0.7);0.701;6;60852;67;32667;20;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_007;11.496;(0.1, 0.7);0.701;7;60832;47;32639;20;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_008;11.498;(0.1, 0.7);0.701;8;60837;52;32530;20;11;[]
WN18RR;Entity sampling;11;data\WN18RR_Entity_sampling_N10_min0.1\sub_009;11.358;(0.1, 0.7);0.7;9;60817;32;32357;20;11;[]
